orders
order_ID,employee_ID,customer_ID,total_price,order_date
'6285896b-4436-11ed-97a8-698b2ad48b41','6258ebd4-4436-11ed-97a8-698b2ad48b41','6285896c-4436-11ed-97a8-698b2ad48b41',8.48,'2022-10-15'
'6285896d-4436-11ed-97a8-698b2ad48b41','6258ebd4-4436-11ed-97a8-698b2ad48b41','6285896e-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-15'
'6285896f-4436-11ed-97a8-698b2ad48b41','6258ebd3-4436-11ed-97a8-698b2ad48b41','62858970-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-15'
'62858971-4436-11ed-97a8-698b2ad48b41','6258ebd4-4436-11ed-97a8-698b2ad48b41','62858972-4436-11ed-97a8-698b2ad48b41',10.47,'2022-10-15'
'62858973-4436-11ed-97a8-698b2ad48b41','6258ebd3-4436-11ed-97a8-698b2ad48b41','62858974-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-15'
'62858975-4436-11ed-97a8-698b2ad48b41','6258ebd4-4436-11ed-97a8-698b2ad48b41','62858976-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-15'
'62858977-4436-11ed-97a8-698b2ad48b41','6258ebd4-4436-11ed-97a8-698b2ad48b41','62858978-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-15'
'62858979-4436-11ed-97a8-698b2ad48b41','6258ebd3-4436-11ed-97a8-698b2ad48b41','6285897a-4436-11ed-97a8-698b2ad48b41',8.48,'2022-10-15'
'6285897b-4436-11ed-97a8-698b2ad48b41','6258ebd3-4436-11ed-97a8-698b2ad48b41','6285897c-4436-11ed-97a8-698b2ad48b41',10.08,'2022-10-15'
'6285897d-4436-11ed-97a8-698b2ad48b41','6258ebd4-4436-11ed-97a8-698b2ad48b41','6285897e-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-15'
'6285897f-4436-11ed-97a8-698b2ad48b41','6258ebd3-4436-11ed-97a8-698b2ad48b41','62858980-4436-11ed-97a8-698b2ad48b41',8.48,'2022-10-15'
'62858981-4436-11ed-97a8-698b2ad48b41','6258ebd3-4436-11ed-97a8-698b2ad48b41','62858982-4436-11ed-97a8-698b2ad48b41',8.48,'2022-10-15'
'62858983-4436-11ed-97a8-698b2ad48b41','6258ebd5-4436-11ed-97a8-698b2ad48b41','62858984-4436-11ed-97a8-698b2ad48b41',8.48,'2022-10-15'
'62858985-4436-11ed-97a8-698b2ad48b41','6258ebd5-4436-11ed-97a8-698b2ad48b41','62858986-4436-11ed-97a8-698b2ad48b41',8.48,'2022-10-15'
'62858987-4436-11ed-97a8-698b2ad48b41','6258ebd4-4436-11ed-97a8-698b2ad48b41','62858988-4436-11ed-97a8-698b2ad48b41',10.08,'2022-10-15'
'62858989-4436-11ed-97a8-698b2ad48b41','6258ebd4-4436-11ed-97a8-698b2ad48b41','6285898a-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-15'
'6285898b-4436-11ed-97a8-698b2ad48b41','6258ebd3-4436-11ed-97a8-698b2ad48b41','6285898c-4436-11ed-97a8-698b2ad48b41',8.48,'2022-10-15'
'6285898d-4436-11ed-97a8-698b2ad48b41','6258ebd4-4436-11ed-97a8-698b2ad48b41','6285898e-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-15'
'6285898f-4436-11ed-97a8-698b2ad48b41','6258ebd5-4436-11ed-97a8-698b2ad48b41','62858990-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-15'
'62858991-4436-11ed-97a8-698b2ad48b41','6258ebd3-4436-11ed-97a8-698b2ad48b41','62858992-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-15'
'62858993-4436-11ed-97a8-698b2ad48b41','6258ebd4-4436-11ed-97a8-698b2ad48b41','62858994-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-15'
'62858995-4436-11ed-97a8-698b2ad48b41','6258ebd3-4436-11ed-97a8-698b2ad48b41','62858996-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-15'
'62858997-4436-11ed-97a8-698b2ad48b41','6258ebd3-4436-11ed-97a8-698b2ad48b41','62858998-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-15'
'62858999-4436-11ed-97a8-698b2ad48b41','6258ebd5-4436-11ed-97a8-698b2ad48b41','6285899a-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-15'
'6285899b-4436-11ed-97a8-698b2ad48b41','6258ebd4-4436-11ed-97a8-698b2ad48b41','6285899c-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-15'
'6285899d-4436-11ed-97a8-698b2ad48b41','6258ebd3-4436-11ed-97a8-698b2ad48b41','6285899e-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-15'
'6285899f-4436-11ed-97a8-698b2ad48b41','6258ebd5-4436-11ed-97a8-698b2ad48b41','628589a0-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-15'
'628589a1-4436-11ed-97a8-698b2ad48b41','6258ebd5-4436-11ed-97a8-698b2ad48b41','628589a2-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-15'
'628589a3-4436-11ed-97a8-698b2ad48b41','6258ebd5-4436-11ed-97a8-698b2ad48b41','628589a4-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-15'
'628589a5-4436-11ed-97a8-698b2ad48b41','6258ebd5-4436-11ed-97a8-698b2ad48b41','628589a6-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-15'
'628589a7-4436-11ed-97a8-698b2ad48b41','6258ebd3-4436-11ed-97a8-698b2ad48b41','628589a8-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-15'
'628589a9-4436-11ed-97a8-698b2ad48b41','6258ebd3-4436-11ed-97a8-698b2ad48b41','628589aa-4436-11ed-97a8-698b2ad48b41',10.08,'2022-10-15'
'628589ab-4436-11ed-97a8-698b2ad48b41','6258ebd4-4436-11ed-97a8-698b2ad48b41','628589ac-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-15'
'628589ad-4436-11ed-97a8-698b2ad48b41','6258ebd5-4436-11ed-97a8-698b2ad48b41','628589ae-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-15'
'628589af-4436-11ed-97a8-698b2ad48b41','6258ebd3-4436-11ed-97a8-698b2ad48b41','628589b0-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-15'
'628589b1-4436-11ed-97a8-698b2ad48b41','6258ebd3-4436-11ed-97a8-698b2ad48b41','628589b2-4436-11ed-97a8-698b2ad48b41',10.08,'2022-10-15'
'628589b3-4436-11ed-97a8-698b2ad48b41','6258ebd5-4436-11ed-97a8-698b2ad48b41','628589b4-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-15'
'628589b5-4436-11ed-97a8-698b2ad48b41','6258ebd3-4436-11ed-97a8-698b2ad48b41','628589b6-4436-11ed-97a8-698b2ad48b41',10.08,'2022-10-15'
'628589b7-4436-11ed-97a8-698b2ad48b41','6258ebd4-4436-11ed-97a8-698b2ad48b41','628589b8-4436-11ed-97a8-698b2ad48b41',10.08,'2022-10-15'
'628589b9-4436-11ed-97a8-698b2ad48b41','6258ebd5-4436-11ed-97a8-698b2ad48b41','628589ba-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-15'
'628589bb-4436-11ed-97a8-698b2ad48b41','6258ebd5-4436-11ed-97a8-698b2ad48b41','628589bc-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-15'
'628589bd-4436-11ed-97a8-698b2ad48b41','6258ebd5-4436-11ed-97a8-698b2ad48b41','628589be-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-15'
'628589bf-4436-11ed-97a8-698b2ad48b41','6258ebd5-4436-11ed-97a8-698b2ad48b41','628589c0-4436-11ed-97a8-698b2ad48b41',10.08,'2022-10-15'
'628589c1-4436-11ed-97a8-698b2ad48b41','6258ebd5-4436-11ed-97a8-698b2ad48b41','628589c2-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-15'
'628589c3-4436-11ed-97a8-698b2ad48b41','6258ebd3-4436-11ed-97a8-698b2ad48b41','628589c4-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-15'
'628589c5-4436-11ed-97a8-698b2ad48b41','6258ebd5-4436-11ed-97a8-698b2ad48b41','628589c6-4436-11ed-97a8-698b2ad48b41',10.08,'2022-10-15'
'628589c7-4436-11ed-97a8-698b2ad48b41','6258ebd3-4436-11ed-97a8-698b2ad48b41','628589c8-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-15'
'628589c9-4436-11ed-97a8-698b2ad48b41','6258ebd5-4436-11ed-97a8-698b2ad48b41','628970bc-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-15'
'628970bd-4436-11ed-97a8-698b2ad48b41','6258ebd5-4436-11ed-97a8-698b2ad48b41','628970be-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-15'
'628970bf-4436-11ed-97a8-698b2ad48b41','6258ebd4-4436-11ed-97a8-698b2ad48b41','628970c0-4436-11ed-97a8-698b2ad48b41',10.08,'2022-10-15'
'628970c1-4436-11ed-97a8-698b2ad48b41','6258ebd4-4436-11ed-97a8-698b2ad48b41','628970c2-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-15'
'628970c3-4436-11ed-97a8-698b2ad48b41','6258ebd3-4436-11ed-97a8-698b2ad48b41','628970c4-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-15'
'628970c5-4436-11ed-97a8-698b2ad48b41','6258ebd3-4436-11ed-97a8-698b2ad48b41','628970c6-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-15'
'628970c7-4436-11ed-97a8-698b2ad48b41','6258ebd5-4436-11ed-97a8-698b2ad48b41','628970c8-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-15'
'628970c9-4436-11ed-97a8-698b2ad48b41','6258ebd3-4436-11ed-97a8-698b2ad48b41','628970ca-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-15'
'628970cb-4436-11ed-97a8-698b2ad48b41','6258ebd5-4436-11ed-97a8-698b2ad48b41','628970cc-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-15'
'628970cd-4436-11ed-97a8-698b2ad48b41','6258ebd5-4436-11ed-97a8-698b2ad48b41','628970ce-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-15'
'628970cf-4436-11ed-97a8-698b2ad48b41','6258ebd5-4436-11ed-97a8-698b2ad48b41','628970d0-4436-11ed-97a8-698b2ad48b41',10.08,'2022-10-15'
'628970d1-4436-11ed-97a8-698b2ad48b41','6258ebd5-4436-11ed-97a8-698b2ad48b41','628970d2-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-15'
'628970d3-4436-11ed-97a8-698b2ad48b41','6258ebd3-4436-11ed-97a8-698b2ad48b41','628970d4-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-15'
'628970d5-4436-11ed-97a8-698b2ad48b41','6258ebd3-4436-11ed-97a8-698b2ad48b41','628970d6-4436-11ed-97a8-698b2ad48b41',8.48,'2022-10-15'
'628970d7-4436-11ed-97a8-698b2ad48b41','6258ebd3-4436-11ed-97a8-698b2ad48b41','628970d8-4436-11ed-97a8-698b2ad48b41',10.08,'2022-10-15'
'628970d9-4436-11ed-97a8-698b2ad48b41','6258ebd3-4436-11ed-97a8-698b2ad48b41','628970da-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-15'
'628970db-4436-11ed-97a8-698b2ad48b41','6258ebd3-4436-11ed-97a8-698b2ad48b41','628970dc-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-15'
'628970dd-4436-11ed-97a8-698b2ad48b41','6258ebd5-4436-11ed-97a8-698b2ad48b41','628970de-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-15'
'628970df-4436-11ed-97a8-698b2ad48b41','6258ebd4-4436-11ed-97a8-698b2ad48b41','628970e0-4436-11ed-97a8-698b2ad48b41',8.48,'2022-10-15'
'628970e1-4436-11ed-97a8-698b2ad48b41','6258ebd5-4436-11ed-97a8-698b2ad48b41','628970e2-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-15'
'628970e3-4436-11ed-97a8-698b2ad48b41','6258ebd5-4436-11ed-97a8-698b2ad48b41','628970e4-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-15'
'628970e5-4436-11ed-97a8-698b2ad48b41','6258ebd3-4436-11ed-97a8-698b2ad48b41','628970e6-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-15'
'628970e7-4436-11ed-97a8-698b2ad48b41','6258ebd5-4436-11ed-97a8-698b2ad48b41','628970e8-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-15'
'628970e9-4436-11ed-97a8-698b2ad48b41','6258ebd4-4436-11ed-97a8-698b2ad48b41','628970ea-4436-11ed-97a8-698b2ad48b41',8.48,'2022-10-15'
'628970eb-4436-11ed-97a8-698b2ad48b41','6258ebd5-4436-11ed-97a8-698b2ad48b41','628970ec-4436-11ed-97a8-698b2ad48b41',10.08,'2022-10-15'
'628970ed-4436-11ed-97a8-698b2ad48b41','6258ebd4-4436-11ed-97a8-698b2ad48b41','628970ee-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-15'
'628970ef-4436-11ed-97a8-698b2ad48b41','6258ebd3-4436-11ed-97a8-698b2ad48b41','628970f0-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-15'
'628970f1-4436-11ed-97a8-698b2ad48b41','6258ebd4-4436-11ed-97a8-698b2ad48b41','628970f2-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-15'
'628970f3-4436-11ed-97a8-698b2ad48b41','6258ebd3-4436-11ed-97a8-698b2ad48b41','628970f4-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-15'
'628970f5-4436-11ed-97a8-698b2ad48b41','6258ebd5-4436-11ed-97a8-698b2ad48b41','628970f6-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-15'
'628970f7-4436-11ed-97a8-698b2ad48b41','6258ebd4-4436-11ed-97a8-698b2ad48b41','628970f8-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-15'
'628970f9-4436-11ed-97a8-698b2ad48b41','6258ebd5-4436-11ed-97a8-698b2ad48b41','628970fa-4436-11ed-97a8-698b2ad48b41',10.08,'2022-10-15'
'628970fb-4436-11ed-97a8-698b2ad48b41','6258ebd4-4436-11ed-97a8-698b2ad48b41','628970fc-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-15'
'628970fd-4436-11ed-97a8-698b2ad48b41','6258ebd5-4436-11ed-97a8-698b2ad48b41','628970fe-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-15'
'628970ff-4436-11ed-97a8-698b2ad48b41','6258ebd3-4436-11ed-97a8-698b2ad48b41','62897100-4436-11ed-97a8-698b2ad48b41',10.08,'2022-10-15'
'62897101-4436-11ed-97a8-698b2ad48b41','6258ebd3-4436-11ed-97a8-698b2ad48b41','62897102-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-15'
'62897103-4436-11ed-97a8-698b2ad48b41','6258ebd4-4436-11ed-97a8-698b2ad48b41','62897104-4436-11ed-97a8-698b2ad48b41',8.48,'2022-10-15'
'62897105-4436-11ed-97a8-698b2ad48b41','6258ebd5-4436-11ed-97a8-698b2ad48b41','62897106-4436-11ed-97a8-698b2ad48b41',10.08,'2022-10-15'
'62897107-4436-11ed-97a8-698b2ad48b41','6258ebd4-4436-11ed-97a8-698b2ad48b41','62897108-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-15'
'62897109-4436-11ed-97a8-698b2ad48b41','6258ebd5-4436-11ed-97a8-698b2ad48b41','6289710a-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-15'
'6289710b-4436-11ed-97a8-698b2ad48b41','6258ebd3-4436-11ed-97a8-698b2ad48b41','6289710c-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-15'
'6289710d-4436-11ed-97a8-698b2ad48b41','6258ebd3-4436-11ed-97a8-698b2ad48b41','6289710e-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-15'
'6289710f-4436-11ed-97a8-698b2ad48b41','6258ebd4-4436-11ed-97a8-698b2ad48b41','62897110-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-15'
'62897111-4436-11ed-97a8-698b2ad48b41','6258ebd3-4436-11ed-97a8-698b2ad48b41','62897112-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-15'
'62897113-4436-11ed-97a8-698b2ad48b41','6258ebd5-4436-11ed-97a8-698b2ad48b41','62897114-4436-11ed-97a8-698b2ad48b41',10.08,'2022-10-15'
'62897115-4436-11ed-97a8-698b2ad48b41','6258ebd3-4436-11ed-97a8-698b2ad48b41','62897116-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-15'
'62897117-4436-11ed-97a8-698b2ad48b41','6258ebd4-4436-11ed-97a8-698b2ad48b41','62897118-4436-11ed-97a8-698b2ad48b41',8.48,'2022-10-15'
'62897119-4436-11ed-97a8-698b2ad48b41','6258ebd3-4436-11ed-97a8-698b2ad48b41','6289711a-4436-11ed-97a8-698b2ad48b41',10.08,'2022-10-15'
'6289711b-4436-11ed-97a8-698b2ad48b41','6258ebd5-4436-11ed-97a8-698b2ad48b41','6289711c-4436-11ed-97a8-698b2ad48b41',8.48,'2022-10-15'
'6289711d-4436-11ed-97a8-698b2ad48b41','6258ebd3-4436-11ed-97a8-698b2ad48b41','6289711e-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-15'
'6289711f-4436-11ed-97a8-698b2ad48b41','6258ebd4-4436-11ed-97a8-698b2ad48b41','62897120-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-15'
'62897121-4436-11ed-97a8-698b2ad48b41','6258ebd3-4436-11ed-97a8-698b2ad48b41','62897122-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-15'
'62897123-4436-11ed-97a8-698b2ad48b41','6258ebd5-4436-11ed-97a8-698b2ad48b41','62897124-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-15'
'62897125-4436-11ed-97a8-698b2ad48b41','6258ebd5-4436-11ed-97a8-698b2ad48b41','62897126-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-15'
'62897127-4436-11ed-97a8-698b2ad48b41','6258ebd5-4436-11ed-97a8-698b2ad48b41','62897128-4436-11ed-97a8-698b2ad48b41',8.48,'2022-10-15'
'62897129-4436-11ed-97a8-698b2ad48b41','6258ebd5-4436-11ed-97a8-698b2ad48b41','6289712a-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-15'
'6289712b-4436-11ed-97a8-698b2ad48b41','6258ebd4-4436-11ed-97a8-698b2ad48b41','6289712c-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-15'
'6289712d-4436-11ed-97a8-698b2ad48b41','6258ebd3-4436-11ed-97a8-698b2ad48b41','6289712e-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-15'
'6289712f-4436-11ed-97a8-698b2ad48b41','6258ebd3-4436-11ed-97a8-698b2ad48b41','62897130-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-15'
'62897131-4436-11ed-97a8-698b2ad48b41','6258ebd3-4436-11ed-97a8-698b2ad48b41','62897132-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-15'
'62897133-4436-11ed-97a8-698b2ad48b41','6258ebd3-4436-11ed-97a8-698b2ad48b41','62897134-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-15'
'62897135-4436-11ed-97a8-698b2ad48b41','6258ebd4-4436-11ed-97a8-698b2ad48b41','62897136-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-15'
'62897137-4436-11ed-97a8-698b2ad48b41','6258ebd4-4436-11ed-97a8-698b2ad48b41','62897138-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-15'
'62897139-4436-11ed-97a8-698b2ad48b41','6258ebd3-4436-11ed-97a8-698b2ad48b41','6289713a-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-15'
'6289713b-4436-11ed-97a8-698b2ad48b41','6258ebd4-4436-11ed-97a8-698b2ad48b41','6289713c-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-15'
'6289713d-4436-11ed-97a8-698b2ad48b41','6258ebd3-4436-11ed-97a8-698b2ad48b41','6289713e-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-15'
'6289713f-4436-11ed-97a8-698b2ad48b41','6258ebd5-4436-11ed-97a8-698b2ad48b41','62897140-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-15'
'62897141-4436-11ed-97a8-698b2ad48b41','6258ebd3-4436-11ed-97a8-698b2ad48b41','62897142-4436-11ed-97a8-698b2ad48b41',10.47,'2022-10-15'
'62897143-4436-11ed-97a8-698b2ad48b41','6258ebd4-4436-11ed-97a8-698b2ad48b41','62897144-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-15'
'62897145-4436-11ed-97a8-698b2ad48b41','6258ebd5-4436-11ed-97a8-698b2ad48b41','62897146-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-15'
'62897147-4436-11ed-97a8-698b2ad48b41','6258ebd3-4436-11ed-97a8-698b2ad48b41','62897148-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-15'
'62897149-4436-11ed-97a8-698b2ad48b41','6258ebd4-4436-11ed-97a8-698b2ad48b41','6289714a-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-15'
'6289714b-4436-11ed-97a8-698b2ad48b41','6258ebd3-4436-11ed-97a8-698b2ad48b41','6289714c-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-15'
'6289714d-4436-11ed-97a8-698b2ad48b41','6258ebd4-4436-11ed-97a8-698b2ad48b41','6289714e-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-15'
'6289714f-4436-11ed-97a8-698b2ad48b41','6258ebd4-4436-11ed-97a8-698b2ad48b41','62897150-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-15'
'62897151-4436-11ed-97a8-698b2ad48b41','6258ebd4-4436-11ed-97a8-698b2ad48b41','62897152-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-15'
'62897153-4436-11ed-97a8-698b2ad48b41','6258ebd5-4436-11ed-97a8-698b2ad48b41','62897154-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-15'
'62897155-4436-11ed-97a8-698b2ad48b41','6258ebd4-4436-11ed-97a8-698b2ad48b41','62897156-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-15'
'62897157-4436-11ed-97a8-698b2ad48b41','6258ebd5-4436-11ed-97a8-698b2ad48b41','62897158-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-15'
'62897159-4436-11ed-97a8-698b2ad48b41','6258ebd5-4436-11ed-97a8-698b2ad48b41','6289715a-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-15'
'6289715b-4436-11ed-97a8-698b2ad48b41','6258ebd5-4436-11ed-97a8-698b2ad48b41','6289715c-4436-11ed-97a8-698b2ad48b41',10.08,'2022-10-15'
'6289715d-4436-11ed-97a8-698b2ad48b41','6258ebd4-4436-11ed-97a8-698b2ad48b41','6289715e-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-15'
'6289715f-4436-11ed-97a8-698b2ad48b41','6258ebd3-4436-11ed-97a8-698b2ad48b41','62897160-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-15'
'62897161-4436-11ed-97a8-698b2ad48b41','6258ebd3-4436-11ed-97a8-698b2ad48b41','62897162-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-15'
'62897163-4436-11ed-97a8-698b2ad48b41','6258ebd3-4436-11ed-97a8-698b2ad48b41','62897164-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-15'
'62897165-4436-11ed-97a8-698b2ad48b41','6258ebd5-4436-11ed-97a8-698b2ad48b41','62897166-4436-11ed-97a8-698b2ad48b41',10.08,'2022-10-15'
'62897167-4436-11ed-97a8-698b2ad48b41','6258ebd4-4436-11ed-97a8-698b2ad48b41','62897168-4436-11ed-97a8-698b2ad48b41',10.08,'2022-10-15'
'62897169-4436-11ed-97a8-698b2ad48b41','6258ebd3-4436-11ed-97a8-698b2ad48b41','6289716a-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-15'
'6289716b-4436-11ed-97a8-698b2ad48b41','6258ebd3-4436-11ed-97a8-698b2ad48b41','6289716c-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-15'
'6289716d-4436-11ed-97a8-698b2ad48b41','6258ebd5-4436-11ed-97a8-698b2ad48b41','6289716e-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-15'
'6289716f-4436-11ed-97a8-698b2ad48b41','6258ebd3-4436-11ed-97a8-698b2ad48b41','62897170-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-15'
'62897171-4436-11ed-97a8-698b2ad48b41','6258ebd4-4436-11ed-97a8-698b2ad48b41','62897172-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-15'
'62897173-4436-11ed-97a8-698b2ad48b41','6258ebd3-4436-11ed-97a8-698b2ad48b41','62897174-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-15'
'62897175-4436-11ed-97a8-698b2ad48b41','6258ebd5-4436-11ed-97a8-698b2ad48b41','62897176-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-15'
'62897177-4436-11ed-97a8-698b2ad48b41','6258ebd3-4436-11ed-97a8-698b2ad48b41','62897178-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-15'
'62897179-4436-11ed-97a8-698b2ad48b41','6258ebd5-4436-11ed-97a8-698b2ad48b41','6289717a-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-15'
'6289717b-4436-11ed-97a8-698b2ad48b41','6258ebd4-4436-11ed-97a8-698b2ad48b41','6289717c-4436-11ed-97a8-698b2ad48b41',8.48,'2022-10-15'
'6289717d-4436-11ed-97a8-698b2ad48b41','6258ebd4-4436-11ed-97a8-698b2ad48b41','6289717e-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-15'
'6289717f-4436-11ed-97a8-698b2ad48b41','6258ebd3-4436-11ed-97a8-698b2ad48b41','62897180-4436-11ed-97a8-698b2ad48b41',10.08,'2022-10-15'
'62897181-4436-11ed-97a8-698b2ad48b41','6258ebd5-4436-11ed-97a8-698b2ad48b41','62897182-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-15'
'62897183-4436-11ed-97a8-698b2ad48b41','6258ebd4-4436-11ed-97a8-698b2ad48b41','62897184-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-15'
'62897185-4436-11ed-97a8-698b2ad48b41','6258ebd5-4436-11ed-97a8-698b2ad48b41','62897186-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-15'
'62897187-4436-11ed-97a8-698b2ad48b41','6258ebd3-4436-11ed-97a8-698b2ad48b41','62897188-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-15'
'62897189-4436-11ed-97a8-698b2ad48b41','6258ebd3-4436-11ed-97a8-698b2ad48b41','6289718a-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-15'
'6289718b-4436-11ed-97a8-698b2ad48b41','6258ebd5-4436-11ed-97a8-698b2ad48b41','6289718c-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-15'
'6289718d-4436-11ed-97a8-698b2ad48b41','6258ebd4-4436-11ed-97a8-698b2ad48b41','6289718e-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-15'
'6289718f-4436-11ed-97a8-698b2ad48b41','6258ebd3-4436-11ed-97a8-698b2ad48b41','62897190-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-15'
